Zone,Ward,Area,Locality,Street,Usage,Guidance Value
N04,N045,Vyasarpadi,Vyasar Nagar,SANJAY NAGAR,Non-Residential,3
N04,N045,Vyasarpadi,Vyasar Nagar,SANJAY NAGAR,Residential,0.65
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 1st Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 1st Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 1st Street- Cross Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 1st Street- Cross Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 2nd Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 2nd Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 3rd Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 3rd Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 4th Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 4th Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 5th Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 5th Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 6th Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 6th Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 7th Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 7th Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 8th Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasar Nagar,Vyasar Nagar 8th Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,A.A.Road,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,A.A.Road,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 1st Lane,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 1st Lane,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 1st Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 1st Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 2nd Lane,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 2nd Lane,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 2nd Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 2nd Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 3rd Lane,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 3rd Lane,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 3rd Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 3rd Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 4th Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 4th Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 5th Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 5th Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 6th Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 6th Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 7th Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar 7th Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar Main Road,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Annai Sathiya Nagar Main Road,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Appu Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Appu Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,B.B. Road Main Road,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,B.B. Road Main Road,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Balakrishnan Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Balakrishnan Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Balamurugan Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Balamurugan Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Chinnathambi Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Chinnathambi Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Clinic Road,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Clinic Road,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Dr. Ambedkar College Road,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Dr. Ambedkar College Road,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,ERIKKARAI SLUM,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,ERIKKARAI SLUM,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Erukanchery High Road,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Erukanchery High Road,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,GANESAPURAM OB COLONY,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,GANESAPURAM OB COLONY,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Grama Ayyavu Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Grama Ayyavu Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,JANAKIRAM THOTTAM 2ND.STREET,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,JANAKIRAM THOTTAM 2ND.STREET,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,JANAKIRAM THOTTAM I ST. STREET,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,JANAKIRAM THOTTAM I ST. STREET,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,KAKKANJI NAGAR A BLOCK 1ST.STREET,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,KAKKANJI NAGAR A BLOCK 1ST.STREET,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,KAKKANJI NAGAR A BLOCK 2ND.STREET,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,KAKKANJI NAGAR A BLOCK 2ND.STREET,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,KAKKANJI NAGAR A BLOCK 3RD. STREET,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,KAKKANJI NAGAR A BLOCK 3RD. STREET,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Kakkanji Colony Puthu Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Kakkanji Colony Puthu Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Kanniah Garden Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Kanniah Garden Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Krishnan Koil Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Krishnan Koil Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,MELPATTI PONNAPPAN STREET NORTH,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,MELPATTI PONNAPPAN STREET NORTH,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,MELPATTI PONNAPPAN STREET SLUM,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,MELPATTI PONNAPPAN STREET SLUM,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Masuthi Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Masuthi Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Melpatti Ponnappan Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Melpatti Ponnappan Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Murthingar Road,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Murthingar Road,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,O.P. Lane,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,O.P. Lane,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,RENUKA AMMAN KOIL  4TH STREET,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,RENUKA AMMAN KOIL  4TH STREET,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,RENUKA AMMAN KOIL 5TH.STREET,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,RENUKA AMMAN KOIL 5TH.STREET,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Rathinam 1st Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Rathinam 1st Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Rathinam 2nd Street,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Rathinam 2nd Street,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Rathinam Main Road,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Rathinam Main Road,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Renganathapuram,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Renganathapuram,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Renuka Amma Koil Streer,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Renuka Amma Koil Streer,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,SUNDARAM SLUM,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,SUNDARAM SLUM,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Stephenson Lane,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Stephenson Lane,Residential,0.65
N04,N045,Vyasarpadi,Vyasarpadi,Stephenson Road,Non-Residential,3
N04,N045,Vyasarpadi,Vyasarpadi,Stephenson Road,Residential,0.65
N04,N046,Vyasarpadi,A. Kalyanapuram,2nd  West Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,A. Kalyanapuram,2nd  West Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,A. Kalyanapuram,2nd Access,Non-Residential,3
N04,N046,Vyasarpadi,A. Kalyanapuram,2nd Access,Residential,0.65
N04,N046,Vyasarpadi,A. Kalyanapuram,2nd West Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,A. Kalyanapuram,2nd West Cross Street,Residential,0.65
N04,N046,Vyasarpadi,A. Kalyanapuram,3rd  Access,Non-Residential,3
N04,N046,Vyasarpadi,A. Kalyanapuram,3rd  Access,Residential,0.65
N04,N046,Vyasarpadi,A. Kalyanapuram,3rd  West Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,A. Kalyanapuram,3rd  West Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,A. Kalyanapuram,3rd  West Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,A. Kalyanapuram,3rd  West Cross Street,Residential,0.65
N04,N046,Vyasarpadi,A. Kalyanapuram,4th Access,Non-Residential,3
N04,N046,Vyasarpadi,A. Kalyanapuram,4th Access,Residential,0.65
N04,N046,Vyasarpadi,A. Kalyanapuram,4th West Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,A. Kalyanapuram,4th West Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,A. Kalyanapuram,I  Access,Non-Residential,3
N04,N046,Vyasarpadi,A. Kalyanapuram,I  Access,Residential,0.65
N04,N046,Vyasarpadi,A. Kalyanapuram,I  West Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,A. Kalyanapuram,I  West Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,A. Kalyanapuram,I  West Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,A. Kalyanapuram,I  West Cross Street,Residential,0.65
N04,N046,Vyasarpadi,B. Kalyanapuram,1st Link Street,Non-Residential,3
N04,N046,Vyasarpadi,B. Kalyanapuram,1st Link Street,Residential,0.65
N04,N046,Vyasarpadi,B. Kalyanapuram,2nd Link Street,Non-Residential,3
N04,N046,Vyasarpadi,B. Kalyanapuram,2nd Link Street,Residential,0.65
N04,N046,Vyasarpadi,B. Kalyanapuram,4th West Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,B. Kalyanapuram,4th West Cross Street,Residential,0.65
N04,N046,Vyasarpadi,B. Kalyanapuram,5th West Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,B. Kalyanapuram,5th West Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,B. Kalyanapuram,5th West Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,B. Kalyanapuram,5th West Cross Street,Residential,0.65
N04,N046,Vyasarpadi,B. Kalyanapuram,6th West Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,B. Kalyanapuram,6th West Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,B. Kalyanapuram,7th West Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,B. Kalyanapuram,7th West Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,B. Kalyanapuram,8th West Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,B. Kalyanapuram,8th West Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,C. Kalyanapuram,1st East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,C. Kalyanapuram,1st East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,C. Kalyanapuram,2nd East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,C. Kalyanapuram,2nd East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,C. Kalyanapuram,2nd East Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,C. Kalyanapuram,2nd East Cross Street,Residential,0.65
N04,N046,Vyasarpadi,C. Kalyanapuram,3rd East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,C. Kalyanapuram,3rd East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,C. Kalyanapuram,3rd Link Street,Non-Residential,3
N04,N046,Vyasarpadi,C. Kalyanapuram,3rd Link Street,Residential,0.65
N04,N046,Vyasarpadi,C. Kalyanapuram,4th East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,C. Kalyanapuram,4th East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,C. Kalyanapuram,4th East Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,C. Kalyanapuram,4th East Cross Street,Residential,0.65
N04,N046,Vyasarpadi,C. Kalyanapuram,5th East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,C. Kalyanapuram,5th East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,C. Kalyanapuram,5th East Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,C. Kalyanapuram,5th East Cross Street,Residential,0.65
N04,N046,Vyasarpadi,C. Kalyanapuram,6th East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,C. Kalyanapuram,6th East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,C. Kalyanapuram,6th East Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,C. Kalyanapuram,6th East Cross Street,Residential,0.65
N04,N046,Vyasarpadi,C. Kalyanapuram,7th East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,C. Kalyanapuram,7th East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,C. Kalyanapuram,I  Street East Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,C. Kalyanapuram,I  Street East Cross Street,Residential,0.65
N04,N046,Vyasarpadi,C. Kalyanapuram,Main Link Street,Non-Residential,3
N04,N046,Vyasarpadi,C. Kalyanapuram,Main Link Street,Residential,0.65
N04,N046,Vyasarpadi,Gandhipuram,Gandhipuram Road,Non-Residential,3
N04,N046,Vyasarpadi,Gandhipuram,Gandhipuram Road,Residential,0.65
N04,N046,Vyasarpadi,Gandhipuram,Gandhipuram Street,Non-Residential,3
N04,N046,Vyasarpadi,Gandhipuram,Gandhipuram Street,Residential,0.65
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn 2nd Link Street,Non-Residential,3
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn 2nd Link Street,Residential,0.65
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn 2nd West Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn 2nd West Cross Street,Residential,0.65
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn 3rd West Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn 3rd West Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn 4th West Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn 4th West Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn 5th Link Street,Non-Residential,3
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn 5th Link Street,Residential,0.65
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn I  West Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn I  West Cross Street,Residential,0.65
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn I Link Street,Non-Residential,3
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn I Link Street,Residential,0.65
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn I West Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar  Extn I West Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar 3rd Link Street,Non-Residential,3
N04,N046,Vyasarpadi,Kennedy Nagar,Kennedy Nagar 3rd Link Street,Residential,0.65
N04,N046,Vyasarpadi,Malligaipoo Colony,10th East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,Malligaipoo Colony,10th East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,Malligaipoo Colony,11th East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,Malligaipoo Colony,11th East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,Malligaipoo Colony,12th East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,Malligaipoo Colony,12th East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,Malligaipoo Colony,13th East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,Malligaipoo Colony,13th East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,Malligaipoo Colony,14th East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,Malligaipoo Colony,14th East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,Malligaipoo Colony,5th East Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,Malligaipoo Colony,5th East Cross Street,Residential,0.65
N04,N046,Vyasarpadi,Nehru Nagar,10th Link,Non-Residential,3
N04,N046,Vyasarpadi,Nehru Nagar,10th Link,Residential,0.65
N04,N046,Vyasarpadi,Nehru Nagar,5th East Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,Nehru Nagar,5th East Cross Street,Residential,0.65
N04,N046,Vyasarpadi,Nehru Nagar,6th East Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,Nehru Nagar,6th East Cross Street,Residential,0.65
N04,N046,Vyasarpadi,Nehru Nagar,7th East Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,Nehru Nagar,7th East Cross Street,Residential,0.65
N04,N046,Vyasarpadi,Nehru Nagar,7th Link,Non-Residential,3
N04,N046,Vyasarpadi,Nehru Nagar,7th Link,Residential,0.65
N04,N046,Vyasarpadi,Nehru Nagar,8th Link,Non-Residential,3
N04,N046,Vyasarpadi,Nehru Nagar,8th Link,Residential,0.65
N04,N046,Vyasarpadi,Nehru Nagar,9th Link,Non-Residential,3
N04,N046,Vyasarpadi,Nehru Nagar,9th Link,Residential,0.65
N04,N046,Vyasarpadi,Nehru Nagar,East Cross Link,Non-Residential,3
N04,N046,Vyasarpadi,Nehru Nagar,East Cross Link,Residential,0.65
N04,N046,Vyasarpadi,Nehru Nagar,West Cross Link,Non-Residential,3
N04,N046,Vyasarpadi,Nehru Nagar,West Cross Link,Residential,0.65
N04,N046,Vyasarpadi,S.M. Nagar,"Block 22 And 23, 24th Street",Non-Residential,3
N04,N046,Vyasarpadi,S.M. Nagar,"Block 22 And 23, 24th Street",Residential,0.65
N04,N046,Vyasarpadi,S.M. Nagar,Block 26 And 27th Street,Non-Residential,3
N04,N046,Vyasarpadi,S.M. Nagar,Block 26 And 27th Street,Residential,0.65
N04,N046,Vyasarpadi,S.M. Nagar,Block 33 And 34th Street,Non-Residential,3
N04,N046,Vyasarpadi,S.M. Nagar,Block 33 And 34th Street,Residential,0.65
N04,N046,Vyasarpadi,Samandhipoo Colony,1st East Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,Samandhipoo Colony,1st East Cross Street,Residential,0.65
N04,N046,Vyasarpadi,Samandhipoo Colony,1st Street East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,Samandhipoo Colony,1st Street East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,Samandhipoo Colony,2nd East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,Samandhipoo Colony,2nd East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,Samandhipoo Colony,2nd East Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,Samandhipoo Colony,2nd East Cross Street,Residential,0.65
N04,N046,Vyasarpadi,Samandhipoo Colony,3rd East,Non-Residential,3
N04,N046,Vyasarpadi,Samandhipoo Colony,3rd East,Residential,0.65
N04,N046,Vyasarpadi,Samandhipoo Colony,3rd Esat Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,Samandhipoo Colony,3rd Esat Cross Street,Residential,0.65
N04,N046,Vyasarpadi,Samandhipoo Colony,4th East Cross Lane,Non-Residential,3
N04,N046,Vyasarpadi,Samandhipoo Colony,4th East Cross Lane,Residential,0.65
N04,N046,Vyasarpadi,Samandhipoo Colony,4th East Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,Samandhipoo Colony,4th East Cross Street,Residential,0.65
N04,N046,Vyasarpadi,Samandhipoo Colony,5th East Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,Samandhipoo Colony,5th East Cross Street,Residential,0.65
N04,N046,Vyasarpadi,Samandhipoo Colony,6th East Cross Street,Non-Residential,3
N04,N046,Vyasarpadi,Samandhipoo Colony,6th East Cross Street,Residential,0.65
N04,N046,Vyasarpadi,Samandhipoo Colony,6th Link Street,Non-Residential,3
N04,N046,Vyasarpadi,Samandhipoo Colony,6th Link Street,Residential,0.65
N04,N046,Vyasarpadi,Samandhipoo Colony,Masque Street,Non-Residential,3
N04,N046,Vyasarpadi,Samandhipoo Colony,Masque Street,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,4th Link Street Kennady Nagar Exten,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,4th Link Street Kennady Nagar Exten,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,Arumugam Street,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,Arumugam Street,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,Balakrishnan Street,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,Balakrishnan Street,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,Erukancheri High Road,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,Erukancheri High Road,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,Gananathar Street,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,Gananathar Street,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,JAGAJEEVANRAMNAGAR MES QRTRS. F BLOCK,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,JAGAJEEVANRAMNAGAR MES QRTRS. F BLOCK,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,JAGAJEEVANRAMNAGAR MES QRTRS. G BLOCK,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,JAGAJEEVANRAMNAGAR MES QRTRS. G BLOCK,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,JOHNKENNEDY NAGAR,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,JOHNKENNEDY NAGAR,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,Kanaga Murugesan Street,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,Kanaga Murugesan Street,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,Krishnan Street,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,Krishnan Street,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,Moorthingar Lane,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,Moorthingar Lane,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,Moorthingar Street,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,Moorthingar Street,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,Muthu Street,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,Muthu Street,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,New Good Shed Road,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,New Good Shed Road,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,New Magazine Road,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,New Magazine Road,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,Old Good Shed Road,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,Old Good Shed Road,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,Old Magazine Road,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,Old Magazine Road,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,POLICE QRTRS. B BLOCK,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,POLICE QRTRS. B BLOCK,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,Palla I Street,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,Palla I Street,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,Palla Ii Street,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,Palla Ii Street,Residential,0.65
N04,N046,Vyasarpadi,Vyasarpadi,Palla Iii Street,Non-Residential,3
N04,N046,Vyasarpadi,Vyasarpadi,Palla Iii Street,Residential,0.65
